name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,ID
"TITLE:  WORDS: vector, image, space, algorithms, field, algorithm, performance, users, problem, virtual, volume, new, user, different, interaction, motion, analysis, used, methods, use",,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,13
"TITLE: Optical models for direct volume rendering WORDS: users, analysis, time, mesh, rendering, volume, structure, large, error, model, algorithm, techniques, used, simulation, interactive, methods, image, user, scene, visual",Optical models for direct volume rendering,20,20,20,20,20,20,1,20,20,20,3,20,20,20,20,20,2,20,20,20,14
"TITLE: Calibration requirements and procedures for a monitor-based augmented reality system WORDS: rendering, used, field, techniques, model, objects, new, information, virtual, methods, technique, large, object, time, texture, light, user, image, algorithm, display",Calibration requirements and procedures for a monitor-based augmented reality system,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,15
"TITLE: Line art rendering via a coverage of isoparametric curves WORDS: field, fields, flow, interactive, rendering, analysis, design, surfaces, points, visual, technique, techniques, simulation, user, new, allows, multiple, novel, problem, methods",Line art rendering via a coverage of isoparametric curves,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16
"TITLE: Dynamic color quantization of video sequences WORDS: algorithm, model, used, methods, image, rendering, visual, function, surface, sets, shape, techniques, novel, proposed, different, domain, efficient, images, set, complex",Dynamic color quantization of video sequences,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,17
"TITLE: On particle path generation based on quadrilinear interpolation and Bernstein-Bezier polynomials WORDS: rendering, volume, algorithm, technique, techniques, analysis, virtual, methods, used, new, surface, visual, user, interactive, proposed, point, display, use, order, sets",On particle path generation based on quadrilinear interpolation and Bernstein-Bezier polynomials,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,18
"TITLE: A unified hierarchical algorithm for global illumination with scattering volumes and object clusters WORDS: rendering, volume, algorithm, technique, techniques, analysis, virtual, methods, used, new, surface, visual, user, interactive, proposed, point, display, use, order, sets",A unified hierarchical algorithm for global illumination with scattering volumes and object clusters,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,19
"TITLE: Collision detection for interactive graphics applications WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",Collision detection for interactive graphics applications,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"TITLE: Hybrid scan-conversion of circles WORDS: vector, image, space, algorithms, field, algorithm, performance, users, problem, virtual, volume, new, user, different, interaction, motion, analysis, used, methods, use",Hybrid scan-conversion of circles,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,21
"TITLE: Modeling and visualization of knitwear WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",Modeling and visualization of knitwear,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22
"TITLE: Specification by-example of virtual agents behavior WORDS: algorithm, information, virtual, graph, surface, used, user, rendering, field, points, analysis, visual, new, color, level, propose, use, large, image, proposed",Specification by-example of virtual agents behavior,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23
"TITLE: Exploiting triangulated surface extraction using tetrahedral decomposition WORDS: analysis, framework, proposed, flow, applications, surface, model, shape, technique, efficient, local, rendering, new, techniques, surfaces, algorithms, modeling, user, structure, time",Exploiting triangulated surface extraction using tetrahedral decomposition,20,20,20,20,20,20,20,20,1,20,20,20,20,2,20,20,20,20,20,20,24
"TITLE: Octree-R: an adaptive octree for efficient ray tracing WORDS: vector, image, space, algorithms, field, algorithm, performance, users, problem, virtual, volume, new, user, different, interaction, motion, analysis, used, methods, use",Octree-R: an adaptive octree for efficient ray tracing,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,25
"TITLE: Automatic isosurface propagation using an extrema graph and sorted boundary cell lists WORDS: methods, analysis, surfaces, surface, techniques, framework, new, proposed, flow, used, algorithm, applications, rendering, algorithms, space, local, efficient, visual, technique, user",Automatic isosurface propagation using an extrema graph and sorted boundary cell lists,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,26
"TITLE: D-NURBS: a physics-based framework for geometric design WORDS: fields, flow, surface, shape, analysis, design, simulation, points, surfaces, structure, use, algorithms, modeling, multiple, allows, problem, space, visual, models, dynamic",D-NURBS: a physics-based framework for geometric design,1,20,3,20,20,20,20,20,20,20,20,20,20,2,20,20,20,4,20,20,27
"TITLE: Function representation for sweeping by a moving solid WORDS: rendering, surface, algorithm, user, analysis, time, volume, visual, used, features, new, techniques, use, allows, information, interactive, propose, performance, model, design",Function representation for sweeping by a moving solid,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,28
"TITLE: Shape description by medial surface construction WORDS: model, shape, surface, rendering, new, techniques, surfaces, algorithms, time, modeling, use, algorithm, user, structure, space, models, methods, used, dynamic, visual",Shape description by medial surface construction,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,29
"TITLE: Volume-preserving free-form solids WORDS: rendering, volume, techniques, technique, algorithm, video, different, model, visual, new, surface, used, user, analysis, virtual, methods, time, novel, design, point",Volume-preserving free-form solids,20,20,20,20,20,20,20,2,20,20,20,20,20,20,20,1,20,20,20,20,30
"TITLE: A fast method for estimating discrete field values in early engineering design WORDS: analysis, visual, methods, video, model, different, user, time, design, novel, use, display, techniques, new, virtual, rendering, used, image, applications, study",A fast method for estimating discrete field values in early engineering design,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,31
"TITLE: A road map to solid modeling WORDS: video, different, model, time, novel, design, study, image, applications, rendering, volume, technique, techniques, algorithm, visual, new, surface, used, analysis, virtual",A road map to solid modeling,20,20,20,20,20,20,20,1,20,20,20,20,20,3,20,2,20,20,20,20,32
"TITLE: Solving geometric constraints by homotopy WORDS: methods, analysis, surfaces, surface, techniques, framework, new, proposed, flow, used, algorithm, applications, rendering, algorithms, space, local, efficient, visual, technique, user",Solving geometric constraints by homotopy,20,2,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,33
"TITLE: An algorithm for the medial axis transform of 3D polyhedral solids WORDS: algorithm, graph, used, surface, user, information, virtual, rendering, visual, new, color, field, analysis, points, large, use, level, propose, proposed, image",An algorithm for the medial axis transform of 3D polyhedral solids,20,20,2,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34
"TITLE: Efficient triangular surface approximations using wavelets and quadtree data structures WORDS: surface, visual, surfaces, mesh, different, user, rendering, problem, algorithm, methods, graphics, texture, novel, time, new, mapping, representation, hardware, image, applications",Efficient triangular surface approximations using wavelets and quadtree data structures,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,35
"TITLE: Controlled topology simplification WORDS: methods, analysis, surfaces, surface, techniques, framework, new, proposed, flow, used, algorithm, applications, rendering, algorithms, space, local, efficient, visual, technique, user",Controlled topology simplification,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,36
"TITLE: Interactive time-dependent particle tracing using tetrahedral decomposition WORDS: rendering, volume, techniques, technique, algorithm, used, visual, new, surface, methods, user, analysis, virtual, sets, use, interactive, proposed, point, display, order",Interactive time-dependent particle tracing using tetrahedral decomposition,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,37
"TITLE:  WORDS: algorithm, field, visual, study, virtual, flow, use, new, surface, used, technique, different, techniques, texture, design, graph, time, large, methods, image",,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,38
"TITLE: Feature extraction and iconic visualization WORDS: surface, model, shape, rendering, new, techniques, surfaces, structure, algorithms, time, modeling, use, user, algorithm, space, used, dynamic, visual, models, methods",Feature extraction and iconic visualization,20,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,20,20,20,20,39
"TITLE: Splatting of non rectilinear volumes through stochastic resampling WORDS: algorithm, new, rendering, flow, techniques, user, virtual, novel, used, set, surface, visual, technique, image, motion, analysis, information, real, model, methods",Splatting of non rectilinear volumes through stochastic resampling,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,40
"TITLE: Volumetric data exploration using interval volume WORDS: rendering, volume, model, algorithm, interactive, methods, used, techniques, image, simulation, noise, quality, field, software, scene, new, surface, problem, visual, provides",Volumetric data exploration using interval volume,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,41
"TITLE: Glyphs for visualizing uncertainty in vector fields WORDS: vector, image, space, algorithms, field, algorithm, performance, users, problem, virtual, volume, new, user, different, interaction, motion, analysis, used, methods, use",Glyphs for visualizing uncertainty in vector fields,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,42
"TITLE:  WORDS: use, different, interactive, volume, design, features, study, models, new, algorithm, rendering, flow, techniques, user, visual, set, surface, used, technique, virtual",,20,1,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,43
"TITLE: Frequency analysis of gradient estimators in volume rendering WORDS: rendering, used, field, techniques, model, objects, new, information, virtual, methods, technique, large, object, time, texture, light, user, image, algorithm, display",Frequency analysis of gradient estimators in volume rendering,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,44
"TITLE: A real-time photo-realistic visual flythrough WORDS: rendering, volume, model, algorithm, information, used, techniques, simulation, interactive, methods, image, noise, field, scene, visual, problem, new, surface, quality, software",A real-time photo-realistic visual flythrough,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,45
"TITLE: RIVA: a versatile parallel rendering system for interactive scientific visualization WORDS: algorithm, used, model, graph, user, information, virtual, methods, image, field, new, color, analysis, points, rendering, visual, function, surface, shape, sets",RIVA: a versatile parallel rendering system for interactive scientific visualization,20,3,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,46
"TITLE: Analysis of a parallel volume rendering system based on the shear-warp factorization WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",Analysis of a parallel volume rendering system based on the shear-warp factorization,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,47
"TITLE: Image composition schemes for sort-last polygon rendering on 2D mesh multicomputers WORDS: rendering, volume, model, algorithm, used, techniques, simulation, interactive, methods, image, shape, noise, scene, new, surface, visual, provides, software, field, quality",Image composition schemes for sort-last polygon rendering on 2D mesh multicomputers,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,20,48
"TITLE: Fractal volume compression WORDS: vector, image, space, algorithms, field, algorithm, performance, users, problem, virtual, volume, new, user, different, interaction, motion, analysis, used, methods, use",Fractal volume compression,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,49
"TITLE: Implementation and analysis of an image-based global illumination framework for animated environments WORDS: users, visual, new, analysis, time, mesh, interactive, structure, large, error, user, model, rendering, techniques, information, virtual, set, technique, objects, surface",Implementation and analysis of an image-based global illumination framework for animated environments,20,20,3,20,20,20,1,20,20,20,2,4,20,20,20,20,20,20,20,20,50
"TITLE: Structured penumbral irradiance computation WORDS: rendering, surface, algorithm, user, time, volume, allows, features, interactive, propose, use, new, performance, techniques, information, large, objects, technique, different, framework",Structured penumbral irradiance computation,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,51
"TITLE: Visualizing unstructured flow data using dual stream functions WORDS: time, set, model, interactive, motion, methods, demonstrate, mesh, sets, use, models, volume, analysis, surfaces, techniques, surface, framework, large, novel, used",Visualizing unstructured flow data using dual stream functions,20,20,1,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,52
"TITLE: Reconstruction error characterization and control: a sampling theory approach WORDS: rendering, surface, algorithm, user, time, volume, allows, features, interactive, propose, use, new, performance, techniques, information, large, objects, technique, different, framework",Reconstruction error characterization and control: a sampling theory approach,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,53
"TITLE: Interactive display of large NURBS models WORDS: model, shape, surface, rendering, new, techniques, surfaces, algorithms, time, modeling, use, algorithm, user, structure, space, models, methods, used, dynamic, visual",Interactive display of large NURBS models,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,54
"TITLE: Multipole expansion of the light vector WORDS: algorithm, new, rendering, flow, techniques, user, virtual, novel, used, set, surface, visual, technique, image, motion, analysis, information, real, model, methods",Multipole expansion of the light vector,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,55
"TITLE: Error and complexity of random walk Monte Carlo radiosity WORDS: algorithm, field, visual, study, virtual, flow, use, new, surface, used, technique, different, techniques, texture, design, graph, time, large, methods, image",Error and complexity of random walk Monte Carlo radiosity,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,56
"TITLE: The discrete analytical hyperspheres WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",The discrete analytical hyperspheres,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,57
"TITLE: Incremental algorithms for collision detection between polygonal models WORDS: information, analysis, visual, different, design, features, user, study, algorithm, time, set, technique, rendering, techniques, model, interactive, motion, demonstrate, mesh, new",Incremental algorithms for collision detection between polygonal models,20,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,58
"TITLE: Animation of deformable models using implicit surfaces WORDS: model, shape, surface, rendering, new, techniques, surfaces, algorithms, time, modeling, use, algorithm, user, structure, space, models, methods, used, dynamic, visual",Animation of deformable models using implicit surfaces,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,59
"TITLE:  WORDS: algorithm, graph, surface, used, user, information, virtual, rendering, analysis, visual, new, color, field, points, large, level, propose, proposed, use, image",,2,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60
"TITLE: Virtual Data Visualizer WORDS: algorithm, new, rendering, flow, techniques, user, virtual, novel, used, set, surface, visual, technique, image, motion, analysis, information, real, model, methods",Virtual Data Visualizer,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,61
"TITLE: Tracking and visualizing turbulent 3D features WORDS: rendering, volume, technique, algorithm, techniques, used, visual, new, surface, user, analysis, virtual, methods, mesh, point, sets, use, interactive, proposed, display",Tracking and visualizing turbulent 3D features,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,1,20,20,20,20,62
"TITLE: The lazy sweep ray casting algorithm for rendering irregular grids WORDS: mesh, surface, video, algorithm, images, new, rendering, algorithms, space, set, techniques, volume, meshes, points, geometry, time, sets, graph, user, information",The lazy sweep ray casting algorithm for rendering irregular grids,20,20,20,2,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,63
"TITLE: Speeding up isosurface extraction using interval trees WORDS: methods, analysis, surfaces, surface, techniques, framework, new, used, flow, proposed, algorithm, applications, rendering, algorithms, space, visual, technique, local, user, efficient",Speeding up isosurface extraction using interval trees,20,20,20,20,20,20,20,2,1,20,20,20,20,20,20,20,20,20,20,20,64
"TITLE: Evaluation and design of filters using a Taylor series expansion WORDS: model, interactive, models, demonstrate, visualizations, methods, mesh, optimization, control, use, novel, analysis, surfaces, surface, techniques, framework, used, new, algorithm, applications",Evaluation and design of filters using a Taylor series expansion,20,20,20,20,1,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,65
"TITLE: Fast display of illuminated field lines WORDS: rendering, used, field, techniques, model, objects, new, information, virtual, methods, technique, large, object, time, texture, light, user, image, algorithm, display",Fast display of illuminated field lines,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,66
"TITLE: Adaptive real-time level-of-detail based rendering for polygonal models WORDS: algorithm, used, model, methods, image, surfaces, rendering, visual, surface, sets, function, shape, mesh, efficient, images, set, techniques, different, proposed, domain",Adaptive real-time level-of-detail based rendering for polygonal models,20,20,3,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,20,1,67
"TITLE: Conveying the 3D shape of smoothly curving transparent surfaces via texture WORDS: rendering, volume, technique, algorithm, techniques, visual, new, surface, used, user, analysis, virtual, methods, surfaces, point, use, interactive, order, proposed, display",Conveying the 3D shape of smoothly curving transparent surfaces via texture,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,20,20,68
"TITLE: Dynamic free-form deformations for animation synthesis WORDS: surface, model, shape, rendering, new, techniques, surfaces, structure, algorithms, time, modeling, user, use, algorithm, space, used, visual, dynamic, models, methods",Dynamic free-form deformations for animation synthesis,20,20,20,20,2,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,69
"TITLE: Complex character positioning based on a compatible flow model of multiple supports WORDS: vector, image, space, algorithms, field, rendering, users, problem, virtual, interaction, surface, algorithm, analysis, used, motion, methods, user, time, volume, features",Complex character positioning based on a compatible flow model of multiple supports,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,2,20,70
"TITLE: Physically-based stochastic simplification of mathematical knots WORDS: methods, analysis, surfaces, surface, techniques, framework, new, proposed, flow, used, algorithm, applications, rendering, algorithms, space, local, efficient, visual, technique, user",Physically-based stochastic simplification of mathematical knots,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,71
"TITLE: Converting discrete images to partitioning trees WORDS: analysis, surfaces, information, framework, new, flow, applications, algorithm, algorithms, space, technique, user, local, use, used, model, interactive, volume, design, image",Converting discrete images to partitioning trees,20,2,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,3,72
"TITLE: A wavelet representation of reflectance functions WORDS: model, shape, surface, rendering, new, techniques, surfaces, algorithms, time, modeling, use, algorithm, user, structure, space, models, methods, used, dynamic, visual",A wavelet representation of reflectance functions,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,73
"TITLE: A fast Gibbs sampler for synthesizing constrained fractals WORDS: rendering, surface, algorithm, flow, user, visual, set, used, virtual, novel, image, time, volume, features, new, techniques, use, allows, information, interactive",A fast Gibbs sampler for synthesizing constrained fractals,20,3,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,2,20,74
"TITLE: Out-of-core streamline visualization on large unstructured meshes WORDS: new, methods, interactive, user, model, demonstrate, visualizations, rendering, techniques, information, virtual, mesh, visual, technique, control, novel, optimization, objects, different, surface",Out-of-core streamline visualization on large unstructured meshes,20,20,3,20,1,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,75
"TITLE: Modeling and visualization for a pearl-quality evaluation simulator WORDS: rendering, volume, model, algorithm, interactive, methods, used, techniques, image, simulation, noise, quality, field, software, scene, new, surface, problem, visual, provides",Modeling and visualization for a pearl-quality evaluation simulator,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,76
"TITLE: Multiresolution representation and visualization of volume data WORDS: rendering, video, volume, different, model, techniques, technique, algorithm, time, novel, design, visual, new, surface, used, user, analysis, virtual, methods, study",Multiresolution representation and visualization of volume data,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,2,20,20,20,20,77
"TITLE: Breadth-first ray tracing utilizing uniform spatial subdivision WORDS: information, rendering, analysis, visual, used, use, model, interactive, different, volume, algorithm, new, design, study, features, set, models, technique, techniques, user",Breadth-first ray tracing utilizing uniform spatial subdivision,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,78
"TITLE: A visibility matching tone reproduction operator for high dynamic range scenes WORDS: model, user, rendering, information, virtual, techniques, objects, models, motion, volume, surface, different, framework, object, design, used, algorithm, sets, use, environment",A visibility matching tone reproduction operator for high dynamic range scenes,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,79
"TITLE: A high accuracy volume renderer for unstructured data WORDS: graph, user, information, virtual, analysis, color, points, large, level, propose, use, algorithm, used, model, methods, image, volume, rendering, visual, function",A high accuracy volume renderer for unstructured data,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,3,20,20,2,80
"TITLE: Fast horizon computation at all points of a terrain with visibility and shading applications WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",Fast horizon computation at all points of a terrain with visibility and shading applications,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,81
"TITLE: Line art illustrations of parametric and implicit forms WORDS: analysis, framework, proposed, flow, applications, technique, efficient, local, surface, model, shape, rendering, new, techniques, surfaces, algorithms, modeling, user, structure, time",Line art illustrations of parametric and implicit forms,20,20,20,20,20,20,20,20,1,20,20,20,20,2,20,20,20,20,20,20,82
"TITLE: Calibration-free augmented reality WORDS: rendering, used, field, techniques, objects, new, model, mesh, surface, technique, large, object, information, virtual, methods, video, images, time, display, light",Calibration-free augmented reality,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,1,20,20,83
"TITLE: Efficient collision detection using bounding volume hierarchies of k-DOPs WORDS: algorithm, time, set, technique, rendering, model, interactive, motion, techniques, mesh, volume, models, used, new, surface, sets, use, demonstrate, large, novel",Efficient collision detection using bounding volume hierarchies of k-DOPs,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,84
"TITLE:  WORDS: model, shape, surface, rendering, new, techniques, surfaces, algorithms, time, modeling, use, algorithm, user, structure, space, models, methods, used, dynamic, visual",,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,85
"TITLE: Visualizing nonlinear vector field topology WORDS: rendering, volume, model, algorithm, interactive, methods, used, techniques, image, simulation, noise, quality, field, software, scene, new, surface, problem, visual, provides",Visualizing nonlinear vector field topology,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,86
"TITLE: Structure-significant representation of structured datasets WORDS: information, analysis, algorithm, use, used, model, new, interactive, volume, design, methods, image, features, technique, user, study, models, rendering, visual, function",Structure-significant representation of structured datasets,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,87
"TITLE: Splatting errors and antialiasing WORDS: surface, model, shape, rendering, techniques, new, surfaces, structure, algorithms, time, modeling, use, user, algorithm, space, visual, used, models, dynamic, methods",Splatting errors and antialiasing,20,20,20,20,20,20,2,20,20,20,20,20,20,1,20,20,20,20,20,20,88
"TITLE: RSVP: a geometric toolkit for controlled repair of solid models WORDS: rendering, surface, algorithm, user, time, volume, features, techniques, new, use, allows, information, interactive, propose, performance, objects, technique, different, large, framework",RSVP: a geometric toolkit for controlled repair of solid models,20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,1,20,89
"TITLE: A new line integral convolution algorithm for visualizing time-varying flow fields WORDS: algorithm, field, visual, study, virtual, flow, use, new, surface, used, technique, different, techniques, texture, design, graph, time, large, methods, image",A new line integral convolution algorithm for visualizing time-varying flow fields,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,90
"TITLE: Efficient polygon clipping for an SIMD graphics pipeline WORDS: surface, visual, surfaces, vector, mesh, different, user, space, algorithms, field, performance, problem, rendering, graphics, texture, algorithm, methods, users, virtual, volume",Efficient polygon clipping for an SIMD graphics pipeline,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,20,20,20,20,20,91
"TITLE: Memory-efficient ray classification for visibility operations WORDS: algorithm, used, model, methods, image, rendering, visual, surface, sets, function, shape, different, images, set, techniques, efficient, domain, proposed, novel, complex",Memory-efficient ray classification for visibility operations,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,92
"TITLE: The Information Mural: a technique for displaying and navigating large information spaces WORDS: algorithm, information, virtual, graph, surface, used, user, rendering, field, points, analysis, visual, new, color, level, propose, use, large, image, proposed",The Information Mural: a technique for displaying and navigating large information spaces,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,93
